Episode	 Total Reward
1190	-0.8533029805485801
1191	-0.5787370292786198
1192	-0.5793236889075704
1193	-3.4802190516785916
1194	-0.07851312968190632
1195	-0.5134904704480153
1196	-0.45075274555807543
1197	-0.4168007621064647
1198	-1.7289202525636977
1199	-0.20699669669690354
1200	-0.6751012199064105
1201	-0.31449925194982825
1202	-0.22276068268292104
1203	-0.5904637198771081
1204	-0.5774106907265832
1205	-1.8921623434107313
1206	-0.22950384634069088
1207	-0.4245169583459315
1208	-0.21360460227079692
1209	-0.539959156004184
1210	-1.244185826396571
1211	-0.4143301060474978
1212	-1.515596326074451
1213	-11.41680720170385
1214	-0.2998998909303741
1215	-0.18095841539694374
1216	-2.0552832118702886
1217	-0.20815177275364039
1218	-0.7493399137509504
1219	-0.6514242591888793
1220	-0.19296153518251144
1221	-0.32053608786132687
1222	-0.13308404427326082
1223	-0.7657040044789613
1224	-4.517631132538605
1225	-0.4832817604768608
1226	-0.6753906346125117
1227	-0.22324144976070148
1228	-2.390343735568206
1229	-0.49179962906341246
1230	-0.560833372963382
1231	-0.27047548989813874
1232	-0.6975296844109786
1233	-0.5552425294512333
1234	-0.296016035757518
1235	-0.2159963664040418
1236	-0.9291714185239306
1237	-1.9620744225823825
1238	-0.32347739605098136
1239	-1.0048753194349103
1240	-0.6469625832262493
1241	-0.2033916347229598
1242	-0.20344922428298906
1243	-0.6674443791037735
1244	-1.3675379269931556
1245	-2.0316134672383104
1246	-1.4898265449375583
1247	-0.8066899514676658
1248	-0.05056851505872596
1249	-2.1568545387311393
1250	-0.3592002840273089
1251	-0.7152929178523131
1252	-3.367033759855187
1253	-0.5139501660295855
1254	-1.1724790025695595
1255	-1.0277014545082528
1256	-1.0423015856388214
1257	-0.5486073366424623
1258	-0.06410734195122288
1259	-0.9778811512552276
1260	-0.43357126290405873
1261	-0.36095458810242126
1262	-0.04329061879496812
1263	-0.9207416606002014
1264	-0.4640088406783309
1265	-0.7742933873156036
1266	-1.1289039680283774
1267	-0.7779656769882343
1268	-0.46457620765331925
1269	-1.268388949542174
1270	-0.8182042948192187
1271	-0.62029575199194
1272	-0.5041089087248285
1273	-0.5869918773179219
1274	-0.4653734078886444
1275	-0.2235638899417376
1276	-0.8180916717621365
1277	-1.7504848518175011
1278	-0.4622614264880969
1279	-0.4185812286256798
1280	-0.964999952468926
1281	-0.8925319652367676
1282	-0.4568757118986051
1283	-0.2565388053802495
1284	-0.8949456297229681
1285	-0.7800187904180984
1286	-1.204871087141431
1287	-0.5068937640598571
1288	-0.9164077075188711
1289	-0.41436381519838944
1290	-0.47355191028434485
1291	-0.856493250633445
1292	-0.523967366056655
1293	-0.5414699452647066
1294	-0.4598396633464677
1295	-0.8374273118730023
1296	-0.18016627514524539
1297	-0.11437969947769351
1298	-0.2273642054677492
1299	-0.46988317687514813
1300	-0.9281786942074631
1301	-0.3130952652932795
1302	-0.6834067733740701
1303	-0.4275955717102018
1304	-0.47889724421161667
1305	-1.385359791458437
1306	-0.22766909501975716
1307	-0.19134486313451934
1308	-0.5417130034728038
1309	-0.28903379988240474
1310	-0.37775447100832316
1311	-0.10559005508251348
1312	-0.4868505406252953
1313	-0.4131964755120435
1314	-0.25469550482768705
1315	-0.37464963086203595
1316	-0.4342651987936325
1317	-0.7377525484865872
1318	-0.21351077777971794
1319	-1.1443509805800007
1320	-0.10838806341685145
1321	-0.5920627083876013
1322	-0.20400803914293197
1323	-0.23441897684887206
1324	-0.9987392184623153
1325	-0.626467782751427
1326	-2.3735943880137276
1327	-0.6617741919642676
1328	-0.6512457455058902
1329	-0.6912636325389838
1330	-0.6479482819219866
1331	-0.8266300539032969
1332	-0.19706659555043649
1333	-0.65194844363193
1334	-0.34121512688894506
1335	-0.4824751340412871
1336	-0.3446410791870107
1337	-0.9627058806973383
1338	-0.37288590010814276
1339	-1.2688843446844646
1340	-0.35612015309030626
1341	-0.26821866117168247
1342	-1.0793453902442032
